Start,End,Open,High,Low,Close,Volume,Market Cap
2023-12-31,2024-01-01,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-30,2023-12-31,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-29,2023-12-30,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-28,2023-12-29,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-27,2023-12-28,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-26,2023-12-27,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-25,2023-12-26,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-24,2023-12-25,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-23,2023-12-24,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-22,2023-12-23,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-21,2023-12-22,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-20,2023-12-21,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-19,2023-12-20,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-18,2023-12-19,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-17,2023-12-18,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-16,2023-12-17,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-15,2023-12-16,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
2023-12-14,2023-12-15,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0112807089498032,0.0013593399999999912,118486
